This column has important keywords, like level name, intro, deaths, end. And alt version for platforms alt-c64 alt-speccy alt-amiga alt-atari (default is CPC with no tag, alt must be after)	Comment (give about about the context of the sentence)	Original french text	Translation ENGLISH	Initial of translator	Word check. Should be less than 168	Translation SPANISH	Initial of translator	Word check. Should be less than 168	Translation ITALIAN	Initial of translator	Word check. Should be less than 168	Translation GREEK	Initial of translator	Word check. Should be less than 168	Translation GERMAN	Initial of translator	Word check. <168	Translation POLISH	Initial of translator	Word check. <168	no
	We give here some element of the background story.	YES. C'était juste mais j'ai pu passer sur ce bout d'toit. Au fait c’est le gang Yakusa des TOA YUAIKAI qu’on va se faire là. Tout un tas de méchants garçons.	YES. It was close but I managed to get across this part of the roof. By the way, it is the Yakuza gang TOA YUAIKAI in there.\nA whole bunch of bad boys.	CK CLIVE	152	YES. Por los pelos, pero puedo pasar por este tejado. Por cierto, esta es la banda Yakuza TOA YUAIKAI. Un montón de chicos malos.	robcfg miguelsky trocoloco	129	YES! Per un pelo, ma sono riuscito a passare questa parte di tetto. A proposito, qui troveremo la banda Yakuza di TOA YUAIKAI. Dei veri ragazzacci!	Mr. DVG	147	ΝΑΙ. Ήταν τσίμα τσίμα, αλλά τα κατάφερα να περάσω αυτό το μέρος της οροφής. Παρεμπιπτόντως, εκεί θα βρούμε τη συμμορία yakuza TOA YUAI--KAI. Ένα παρεάκι από μουνόπανα.	msg/SK	167	OK. Das war knapp, aber ich konnte den Teil des Daches überque-\nren. Wir haben es übrigens mit der Yakuza-Gang von TOA YUAIKAI zu tun. Ein Haufen mieser Typen.	Phoenix Yth Dissident	160	TAK! Było niebezpiecznie, ale udało mi się pokonać tę część da--chu. Przy okazji rozpoznałem, że to Yakuza, gang TOA YUAIKAI. Nie--zła banda nieprzyjemnych gości.	PS2 SP	162	JA. Det var rett, men jeg var i stand til å bruke på dette stykke av taket. Faktisk er det Yakuza gjengen TOA YUAIKAI vi vil komme dit. En hel haug med dårlige gutter.
	"fumer" is killed	OUIII. Ca glisse mais j'avance. Ces cons rackettent et vendent de la drogue. Ca sera pas une grosse perte une fois que je les aurai tous fumés ces connards.	Yep. It slips but I progress. These idiots extort money and sell drugs. It won't be a great loss\nwhen I kill all those assholes.	CK CLIVE	129	SIII. Resbala, pero avanzo. Estos idiotas chantajean y venden drogas. No será una gran pérdida cuando me cargue a todos esos cabrones.	robcfg miguelsky trocoloco	134	SIIII! Scivolo, ma vado avanti. Questi stronzi rubano soldi e vendono droga. Non sarà una grande perdita quando li avrò ammazzati tutti!	Mr. DVG	136	Ναι. Γλιστράει, αλλά προχωράω. Αυτοί οι καραγκιόζηδες ξεπλένουν χρήμα και πουλάνε ναρκωτικά. Σιγά την απώλεια, όταν θα τους ξεκάνω τους μαλάκες.	msg/SK	144	YEP. Es ist rutschig, aber ich komme voran. Diese Idioten erpressen Geld und verkaufen Drogen. Es wird kein Verlust sein, wenn ich die Wichser getötet habe.	Phoenix Yth Dissident	156	O TAK! Z problemami, ale idziemy do przodu. Te bandziory wymuszają haracze i sprzedają prochy. Społeczeństwo wiele nie straci, kiedy wyeliminuję tych dupków.	PS2 SP	157	Jepp. Det slips men jeg avansere. Disse idiotene presse penger og selge narkotika. Det vil ikke være et stort tap når jeg har dem alle røkt disse drittsekker.
		BIEN. J'ai fait plus de la moitié. Je t'ai dit que j'avais la couille gauche qui me grattait ? Et toi ça va, t'as pas le cul qui te gratte sur ta chaise ?	GOOD. I'm more than half way. Did I tell you that my left ball was itching? And you, are you ok? Ain't your lazy ass itching on\n your comfy chair?	Chris94 CLIVE	147	BIEN. Llego hasta la mitad. ¿Te dije que me picaba el huevo izquierdo? ¿Tú cómo vas? ¿No se te ha quedado el culo plano?	robcfg miguelsky trocoloco	120	BENE! Ho fatto più della metà. Ti ho detto che ho un prurito al testicolo sinistro? E tu come stai? Non hai il culone che ti prude su quella sedia?	Mr. DVG	147	ΩΡΑΙΑ. Περάσαμε τα μισά. Στο είπα οτι με ξύνει το αριστερό μου αρχίδι; Εσύ, όλα καλά, δεν σε φαγουρίζει ο κώλος σου, τόση ώρα στην καρέκλα;	msg/SK	139	GUT. Die Hälfte habe ich geschafft. Habe ich schon erwähnt, dass mir das linke Ei juckt? Wie geht's Dir? Juckt Dir nicht der Plattarsch da auf dem Stuhl?	Phoenix Yth Dissident	153	ŚWIETNIE! Połowę, a nawet wię--cej, mam już za sobą. Wspo--minałem Ci już, że swędzi mnie lewe jajo? A u Ciebie? Dupa Cię nie swędzi na tej wygodniej kanapie?	PS2 SP	158	GOD. Jeg gjorde mer enn halvparten. Jeg sa jeg hadde forlatt testikkel skrape meg? Og du er deg, du fikk ikke noe ass du skrape stolen?
		BRAVO. Je saute enfin sur le haut du toit. On va pouvoir se faufiler par une ouverture. Mais attends, c'est quoi ça ??????	WELL DONE. I finally jumped up\n onto the roof. We get to sneak\n through an opening.\n\n But wait - what is that?	CK CLIVE	114	BRAVO. Por fin salto al tejado. Busquemos una abertura donde colarnos. Espera, ¿¿pero qué es eso??	robcfg miguelsky trocoloco	98	BRAVO! Finalmente sono saltato sulla cima del tetto. Ora dobbiamo sgattaiolare attraverso un'apertura. Ma aspetta, cos'è???	Mr. DVG	123	ΜΠΡΑΒΟ. Επιτέλους, έφτασα στην κορυφή. Μπορούμε να τρυπώσουμε από αυτό το άνοιγμα. Αλλά, για κάτσε, τι είναι αυτό;;;;	msg/SK	117	GUT GEMACHT. Ich springe endlich auf das Dach. Wir werden durch irgendein Loch reinschleichen können.\nWarte mal, was ist das?	Phoenix Yth Dissident	126	DOBRA ROBOTA. Wreszcie wskoczyłem na sam dach. Teraz możemy przekraść się przez otwór. Ale czekaj - co to jest???	PS2 SP	113	BRA GJORT. Jeg endelig hoppet på taket. Vi kommer til å snike seg gjennom en åpning. Men vent, hva er det ??????
deaths		Ben non CONNARD, c'est trop loin. J'ai sauté et j'ai glissé. Faut pas être bien malin pour voir qu'il faut y aller doucement là. T'es pressé ou quoi babache ?	Nope ASSHOLE, it's too far. I jumped and I slipped. You don't need to be a genius to see that we must go slowly here. You in a hurry or something, dope?	CK CLIVE	152	Más bien no, IMBÉCIL, está demasiado lejos. Salto y resbalo. No hay que ser muy listo para ver que hay que ir despacio por allí. ¿Qué prisa tienes?	robcfg miguelsky trocoloco	147	No, STRONZO, è troppo lontano. Ho saltato e sono scivolato. Non bisogna essere dei geni per capire che qui dobbiamo andare piano. Vai di fretta o cosa?	Mr. DVG	151	Όχι, ρε ΜΑΛΑΚΑ, είναι πολύ μακριά. Πήδηξα και γλίστρησα. Θέλει πολύ μυαλό να καταλάβεις οτι πρέπει να πάμε σιγά-σιγά; Τόσο πολύ βιάζεσαι;	msg/SK	137	Das ist zu weit, Du TROTTEL. Ich springe und rutsche ab. Man muss kein Genie sein, um zu sehen, dass wir es hier langsam angehen müssen. Oder hast Du es eilig?	Phoenix Yth Dissident	159	Nie DUPKU, to za daleko! Skoczyłem i ześlizgnąłem się. Nie trzeba być geniuszem, aby zobaczyć, że tutaj musimy działać powoli. Śpieszysz się gdzieś, kolo?	PS2 SP	154	Rasshøl Nope, det er for langt. Jeg hoppet og jeg gled. Bør ikke være veldig smart for å se at vi må gå sakte her. Du har det travelt eller noe babache?
		J'ai perdu mon équilibre à cause de toi. J'ai rebondi trois fois avant de toucher le sol. Mon corps est pas beau à voir chiotte. Un si beau gosse ! RECOMMENCE.	I lost my balance because of you. I bounced three times on the ground. Shit! I'm not a pretty sight. And I was such a good-looking guy! TRY AGAIN!	Chris94 CLIVE	146	Pierdo el equilibrio por tu culpa. Reboto tres veces antes de tocar el suelo. He quedado para el arrastre. ¡Con lo guapo que era! VUELVE A EMPEZAR.	robcfg miguelsky trocoloco	147	Ho perso l'equilibrio a causa tua. Sono rimbalzato tre volte prima di toccare terra. Il mio corpo è straziato! Ero un così bel ragazzo! RIPROVA.	Mr. DVG farox	144	Εχασα την ισορροπία μου εξαιτίας σου. Έκανα τρία γκελ πριν σωριαστώ στο έδαφος. Προφανώς, το σώμα μου πλέον δεν είναι και το πιο όμορφο θέαμα! ΞΑΝΑΠΡΟΣΠΑΘΗΣΕ.	msg/SK	158	Ich verliere das Gleichgewicht, pralle dreimal ab und schlage hart auf den Boden auf. Kein schöner Anblick. Dabei war ich so ein hübsches Kerlchen. NOCH MAL!	Phoenix Yth Dissident	157	Przez Ciebie straciłem równowagę i po kilku odbiciach, rozwaliłem się o glebę. Moje resztki to raczej nie za miły widok... A byłem taki przystojny! SPRÓBUJ JESZCZE RAZ.	PS2 SP	168	Jeg mistet balansen på grunn av deg. Jeg spratt tre ganger før du berører bakken. Kroppen min er ikke pen dritt. Så kjekk! STARTE PÅ NYTT.
	"boulet" is a sweet insult (dumb)	J'ai perdu mon équilibre ! Je suis TOMBE devant la porte. J'ai écrasé un garde, mais son pote m'a descendu. Va falloir faire gaffe on veut avancer mon boulet.	I lost my balance! I FELL right at the door. Crushed a guard, but his buddy shot me. We need to be careful if we want to progress,\n my little ball & chain.	CK CLIVE	156	¡Pierdo el equilibrio! CAIGO justo en la puerta. Aplasto a un guardia, pero su amigo me dispara. Hemos de ser cuidadosos para poder avanzar, pequeño saltamontes.	robcfg miguelsky trocoloco	161	Ho perso l'equilibrio e sono CADUTO davanti alla porta. Ho schiacciato una guardia, ma il suo amico mi ha sparato. Stiamo attenti a come ci muoviamo.	Mr. DVG	149	Πάει η ισορροπία μου! ΕΠΕΣΑ μπροστά στην πόρτα. Έλιωσα τον έναν φρου--ρό, μα ο άλλος με πυροβόλησε. Σε θέλω προσεκτικό, αν θες να προχω--ρήσεις, γιατί μου γίνεσαι βάρος.	msg/SK	169	Ich verliere die Balance und FALLE direkt auf eine Wache vor der Tür. Leider erschießt mich die zweite sofort. Wir müssen besser aufpassen, Dummie.	Phoenix Yth Dissident	147	Straciłem równowagę!! SPADŁEM wprost przed drzwi i to na jednego strażnika, a jego kumpel odstrzelił mnie. Musimy być bardziej os--trożni, jeśli mamy coś zdziałać.	PS2 SP	163	Jeg mistet balansen! Jeg falt foran døren. Jeg knuste en vakt, men hans kamerat falt meg. Må være forsiktig vi ønsker å flytte min ball.
		J'ai raté mon saut et je suis tombé direct la tête sur le sol. Je suis MORT, par ta faute abruti. Je savais que ça se passerait mal. J'aurai dû rester couché.	I missed my jump and my head\n hit the floor. It's YOUR fault\n that I'm DEAD, you moron.\n I knew it would go wrong.\n I should have stayed in bed.	Chris94 CLIVE	148	Fallo el salto y me estrello de cabeza en el suelo. Por tu culpa estoy MUERTO. Sabía que saldría mal. Debería haberme quedado en la cama.	robcfg miguelsky trocoloco	137	Ho mancato il salto e sono caduto a testa in giù. Sono MORTO per colpa tua, stupido! Sapevo che sarebbe andato tutto storto. Sarei dovuto restare a letto.	Mr. DVG	154	Δεν υπολόγισα σωστά το άλμα και έπεσα με το κεφάλι στο έδαφος. ΠΕ--ΘΑΝΑ εξαιτίας σου, ρε τσουτσέκι. Το ξερα οτι θα γίνει μαλακία. Έπρεπε να είχα μείνει στο σπιτάκι μου.	msg/SK	168	Ich verpasse den Sprung und schlage mit dem Kopf auf den Boden auf. Bin TOT, Du Fehlertrottel! Ich wusste, das geht schief. Ich hätte im Bett bleiben sollen.	Phoenix Yth Dissident	157	Źle wykonałem skok i mój łeb walnął plaskaczem w podłogę. To Twoja zasługa kolego, że jestem TRUPEM. Wiedziałem, że to się nie uda. Lepiej było zostać w domku.	PS2 SP	159	Jeg savnet min hoppe og jeg falt rett hodet på gulvet. Jeg er DEAD, ved din dumme feil. Jeg visste det ville gå dårlig. Jeg har måttet holde sengen.
end		BOUM, je me fracasse sur le sol. A cause de toi j'ai perdu mon équilibre. C'est pourtant pas dur d'appuyer sur des boutons bordel ! T'as été fini à la pisse ?	BOOM, I smash to the ground.\n Because of you I lost my balance. Is it fucking hard to press\n buttons?! Are you trying to piss at the same time?	CK CLIVE	145	BUM, reviento contra el suelo. Por tu culpa he perdido el equilibrio. ¡No es tan difícil apretar los malditos botones! ¿Estás intentando mear al mismo tiempo?	robcfg miguelsky trocoloco	158	THUD! Mi schianto a terra. A causa tua ho perso l'equilibrio. Eppure è facile premere quei pulsanti del cazzo! Hai finito di segarti?	Mr. DVG	133	ΜΠΟΥΜ, έγινα πολτός στο έδαφος. Εξαιτίας σου, έχασα την ισορροπία μου. Πόσο γαμημένα δύσκολο είναι να πατάς κουμπάκια; Σκατά έχεις στα χέρια σου;	msg/SK	145	RUMMS, ich krache auf den Boden. Wegen Dir war mein Gleichgewicht dahin. Ist es für Dich echt zu schwer, die Tasten zu drücken?! Warst Du kacken oder was?	Phoenix Yth Dissident	154	JEB! Rozwaliłem się na podłodze. Przez Ciebie straciłem równowagę. Czy to kurwa takie trudne by pra--widłowo naciskać klawisze? Odle--wasz się w tym czasie, czy co?	PS2 SP	164	BOOM, jeg knuste meg på gulvet. På grunn av deg jeg mistet balansen. Likevel er det vanskelig å ikke trykke på knapper rot! Har du blitt ferdig til piss?
Level23		Original french text. Uppercases words appear in Yellow in game, so keep them uppercase. 	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.	add your initials in that cell		ROJO = Sin traducir ORANGE = Traducido Verde = traducido y verificado.	add your initials in that cell		ROSSO = Non tradotto ARANCIONE = Tradotto Verde = Tradotto e verificato.	add your initials in that cell		ΚΟΚΚΙΝΟ = Χωρίς μετάφραση ORANGE = Μεταφράστηκε Πράσινο = Μεταφρασμένη και επαλήθευσε.	add your initials in that cell		ROT = Nicht übersetzt ORANGE = Übersetzt Grün = übersetzt und verifiziert.		74	RED = Not translated ORANGE = Translated  GREEN = Translated and verified.		74	Original fransk tekst. Uppercases OPPLYSNINGER ord i gult i spillet, så hold 'em store bokstaver. 
intro	The ninja arrive on top of roof. There is an enemi ninja here. Player will have to use the objects on top of screen to win.	Mais qu’est ce qu’il fout sur le toit ce con ? Il est payé pour ça le gars ? tu crois qu’il a eu un diplôme de garde du corps de toit ? ah ah ah	What's this twat doing on\n the roof? Is he a henchman?\n You think he got a rooftop\n bodyguard diploma? Ha ha ha.	CK CLIVE	115	¿Pero qué hace ese idiota en el tejado? ¿Es un esbirro? ¿Crees que tiene un título de guardaespaldas? Jajaja	trocoloco miguelsky robcfg	108	Ma che diavolo ci fa sul tetto questo stronzo? Ma lo pagano per questo? Pensa se avesse davvero un diploma di "guardia del corpo sul tetto"! Uh uh uh	Mr. DVG	149	Τι κάνει αυτός ο βλάκας στη στέγη; Τον πληρώνουν για αυτό; Μήπως έχει και δίπλωμα φύλαξης στέγης; Χα χα χα	msg/SK	106	Was macht denn der Pimmel hier auf dem Dach? Wird der dafür bezahlt? Hat der einen Abschluss als Dachwächter? Ha!	Phoenix Yth Dissident	113	Ale... Co ta cipa robi na dachu? To za to mu płacą? To pewnie ich sługus. Myślisz, że ma dyplom specjalizacji dachowego ochroniarza? Ha, ha, ha...	PS2 SP	146	Men hva er det han gjør på taket denne idiot? Det er betalt for den fyren? du tror han var en vakt Diploma taket kroppen? ah ah ah
	"Sais" are small sword of samourais.	Enfin ça change rien. On va lui péter sa gueule quand même ! Il a deux SAIS, ces petites pointes de merde pour lancer ou bloquer les attaques de sabre.	Never mind. We'll fuck him up anyway! He has two SAIS, with crappy little prongs to throw people or block sword attacks.	CK CLIVE	120	Da igual. ¡Le vamos a reventar igualmente! Lleva dos SAIS con clavitos cutres para lanzar o bloquear estocadas.	trocoloco miguelsky robcfg	111	Ma non importa. Gli spaccheremo il culo lo stesso! Ha una coppia di SAI, quelle piccole punte di merda da lanciare o per bloccare gli attacchi di spada.	Mr. DVG farox	152	Λες και κάνει καμιά διαφορά. Θα τον ξεκωλιάσω, όπως και να χει. Κρατάει δύο SAIS, αυτά τα σκατένια ξιφίδια που μπορούν και να μπλοκάρουν επιθέσεις.	msg/SK	147	Egal. Wir werden ihm einfach die Fresse polieren! Er hat zwei SAI, diese Kampfgabeln zum Werfen oder Abwehren von Schwertern.	Phoenix Yth Dissident	125	To nic nie zmienia, bo i tak rozkwasimy mu tę facjatę. Uwaga! On ma dwa SAI - sztylety ninja. Może rzucać nimi w ludzi albo blokować ataki tymi małymi ostrzami.	PS2 SP	160	Endelig forandrer det ingenting. Vi vil blåse munnen uansett! Den har to vet, disse lille dritt tips starte eller blokkere sverdangrepene.
